Timing criticalities have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest timing criticality in design: 1.99081
Smallest timing criticality in design: 0
Total timing criticality in design: 1706.09

Range		0.0e+00 to 4.0e-01	4.0e-01 to 8.0e-01	8.0e-01 to 1.2e+00	1.2e+00 to 1.6e+00	1.6e+00 to 2.0e+00	
Timing criticalities in range		496			0			19			660			467			



Net #	Driver_tnode	 to_node	Timing criticality

    0	21199		    0		1.215140
			  362		1.215380
			  732		1.262955
			 1092		1.190362
			 1483		1.190362
			 1842		1.215140
			 2283		1.239615
    1	 1110		    1		1.358723
			15188		1.274200
			16266		1.396088
			18191		1.279093
			19269		1.308222
			20347		1.412211
    2	 1108		    2		1.323720
			15191		1.308462
			16269		1.396088
			18194		1.308222
			19272		1.308222
			20350		1.425456
    3	21193		    3		1.326383
			 1099		1.248156
			15256		1.378585
			16334		1.525506
			18259		1.383478
			19337		1.287723
			20401		1.349953
    4	  743		    4		1.408369
			 1101		1.301013
			 1834		1.324748
    5	 1112		    5		1.251367
			15189		1.348471
			16267		1.420803
			18192		1.308222
			19270		1.308222
			20348		1.425696
    6	 1113		    6		1.373127
			15190		1.274200
			16268		1.396088
			18193		1.279093
			19271		1.308222
			20349		1.416004
    7	 1111		    7		1.329354
			15184		1.279093
			16262		1.420803
			18187		1.337830
			19265		1.337591
			20343		1.445039
    8	    8		 1104		1.323720
			15187		1.308222
			16265		1.396328
			18190		1.308462
			19268		1.308222
			20346		1.420803
    9	    9		 1094		1.323960
			15186		1.274200
			16264		1.396088
			18189		1.279093
			19267		1.308222
			20345		1.445613
   10	   10		 1100		1.173140
   11	   11		  736		1.408369
			 2285		1.600820
   12	   12		 1098		1.353089
			15185		1.308462
			16263		1.420803
			18188		1.279093
			19266		1.308222
			20344		1.420820
   13	   13		 1095		1.373127
   14	22588		   14		0.000000
			  375		0.000000
			  747		0.000000
			 1114		0.000000
			 1497		0.000000
			 1858		0.000000
			 2302		0.000000
			 2740		0.000000
			 3818		0.000000
			 4896		0.000000
			 5974		0.000000
			 7031		0.000000
			10978		0.000000
			12056		0.000000
			13134		0.000000
			14212		0.000000
			15290		0.000000
			16368		0.000000
			17425		0.000000
			18293		0.000000
			19371		0.000000
			20428		0.000000
   15	 1856		  361		1.353089
			 1096		1.300534
			10873		1.308222
			11951		1.308462
			13029		1.396088
			14107		1.337591
			17341		1.396328
   16	 1852		  363		1.451902
			10879		1.328586
			11957		1.366959
			13035		1.367439
			14113		1.366959
			17347		1.396568
   17	 1107		  364		1.353329
			 1844		1.329902
			10872		1.337591
			11950		1.337830
			13028		1.396807
			14106		1.367199
			17340		1.424977
   18	21190		  365		1.351896
			  728		1.346262
			 1843		1.273669
			10944		1.404098
			12022		1.237595
			13100		1.379863
			14178		1.379623
			17398		1.438360
   19	 1857		  366		1.323720
			10876		1.324297
			11954		1.337351
			13032		1.366959
			14110		1.308222
			17344		1.366959
   20	 1105		  367		1.353089
			 1830		1.359031
			10874		1.303329
			11952		1.337351
			13030		1.366959
			14108		1.308222
			17342		1.366959
   21	 1849		  368		1.481270
			10875		1.308222
			11953		1.337591
			13031		1.367199
			14109		1.366719
			17343		1.367199
   22	  739		  369		1.408129
			 1833		1.329902
   23	  370		 1097		1.329902
			 1840		1.324028
			10877		1.298978
			11955		1.337830
			13033		1.425936
			14111		1.337830
			17345		1.396568
   24	  371		 1103		1.452141
			 1836		1.481270
   25	  372		 1835		1.329902
   26	  373		21664		1.168721
   27	  374		 1102		1.330142
			 1832		1.353397
			10878		1.333177
			11956		1.366719
			13034		1.396328
			14112		1.337830
			17346		1.396568
   28	14183		  723		1.494581
			 9924		1.698799
   29	21196		  724		1.211330
			 1488		1.260428
			 1838		1.205696
			 2261		1.156642
   30	 1106		  725		1.452141
   31	 1492		  726		1.251127
			 1841		1.300294
			 2278		1.251521
			 2635		1.328106
			 3713		1.396328
			 4791		1.337591
			 5869		1.391211
			 6947		1.361843
   32	 1855		  727		1.353397
   33	 1851		  729		1.251127
			 1490		1.353089
			 2638		1.349012
			 3716		1.337591
			 4794		1.308462
			 5872		1.390731
			 6950		1.361603
   34	 1496		  730		1.280496
			 1839		1.329662
			 2256		1.231397
			 2636		1.332938
			 3714		1.366719
			 4792		1.337591
			 5870		1.386876
			 6948		1.357747
   35	 1494		  731		1.431864
   36	 1850		  733		1.481270
   37	 1846		  734		1.251367
			 1484		1.251367
			 2639		1.337591
			 3717		1.366959
			 4795		1.337830
			 5873		1.395848
			 6951		1.395848
   38	 1853		  735		1.280496
			 1482		1.353089
			 2640		1.357190
			 3718		1.366719
			 4796		1.308462
			 5874		1.390971
			 6952		1.391211
   39	19342		  737		1.471086
			 9922		1.728168
   40	 1854		  738		1.324508
   41	  740		 2267		1.576345
   42	  741		 2277		1.576345
   43	  742		 2266		1.596709
   44	  744		 2255		1.542099
			 7819		1.547456
			 8239		1.687743
			 8659		1.635082
			 9079		1.576105
			 9499		1.576585
			 9919		1.592468
			10339		1.752556
			10744		1.621201
   45	  745		 1093		1.295139
			 1489		1.295139
			 1831		1.295139
   46	  746		 2257		1.605713
   47	 1109		21667		1.176882
   48	 2293		 1485		1.431864
			 2637		1.332474
			 3715		1.420820
			 4793		1.367199
			 5871		1.420820
			 6949		1.420580
   49	 1845		 1486		1.431624
			 2641		1.366959
			 3719		1.367199
			 4797		1.367199
			 5875		1.420580
			 6953		1.332698
   50	 1847		 1487		1.329662
   51	 1848		 1491		1.353329
			 2284		1.261006
			 2634		1.332938
			 3712		1.391435
			 4790		1.367199
			 5868		1.420563
			 6946		1.391195
   52	 1493		 1837		1.324508
   53	 1495		21661		1.168721
   54	15283		 2247		1.718683
   55	15285		 2248		1.700976
   56	15289		 2249		1.743175
   57	10972		 2250		1.700737
   58	15284		 2251		1.723275
   59	17400		 2252		1.957520
   60	10970		 2253		1.773371
   61	15286		 2254		1.735238
   62	15288		 2258		1.728408
   63	10975		 2259		1.728168
   64	15282		 2260		1.705629
   65	10973		 2262		1.734998
   66	10971		 2263		1.757296
   67	10963		 2264		1.763060
   68	10965		 2265		1.741543
   69	15277		 2268		1.646769
   70	10969		 2269		1.748292
   71	15287		 2270		1.738283
   72	10974		 2271		1.767411
   73	15281		 2272		1.730585
   74	10968		 2273		1.764367
   75	15280		 2274		1.729742
   76	10967		 2275		1.767875
   77	15279		 2276		1.675898
   78	10964		 2279		1.700675
   79	15276		 2280		1.704803
   80	10966		 2281		1.734155
   81	15278		 2282		1.688178
   82	 2286		 2660		1.763060
   83	 2287		 2662		1.741543
   84	 2288		 2664		1.767875
   85	 2289		 2666		1.748292
   86	 2290		 2668		1.757296
   87	 2291		 2670		1.735238
   88	 2292		 2672		1.728408
   89	 2294		 2661		1.700675
   90	 2295		 2663		1.734155
   91	 2296		 2665		1.764367
   92	 2297		 2667		1.773371
   93	 2298		 2669		1.700976
   94	 2299		 2671		1.767411
   95	 2300		 6954		1.957520
   96	 2301		 2706		1.508078
			 3784		1.576824
			 4862		1.576585
			 5940		1.605713
			 7004		1.576345
   97	 7841		 2642		1.805397
   98	 7832		 2643		1.786425
   99	 7842		 2644		1.739288
  100	 7833		 2645		1.760797
  101	 7843		 2646		1.747605
  102	 7834		 2647		1.755122
  103	 7844		 2648		1.752403
  104	 7835		 2649		1.752164
  105	 7845		 2650		1.764367
  106	 7836		 2651		1.757056
  107	 7846		 2652		1.744291
  108	 7837		 2653		1.755394
  109	 7847		 2654		1.747812
  110	 7838		 2655		1.729865
  111	 7848		 2656		1.762982
  112	 7839		 2657		1.748052
  113	 7849		 2658		1.723035
  114	 7840		 2659		1.757536
  115	10370		 2673		1.904139
  116	10749		 2674		0.000000
			 2675		0.000000
			 2676		0.000000
			 2677		0.000000
			 2678		0.000000
			 2679		0.000000
			 2680		0.000000
			 2681		0.000000
			 2682		0.000000
			 2683		0.000000
			 2684		0.000000
			 2685		0.000000
			 2686		0.000000
			 2687		0.000000
			 2688		0.000000
			 2689		0.000000
			 2690		0.000000
			 2691		0.000000
			 2692		0.000000
			 2693		0.000000
			 2694		0.000000
			 2695		0.000000
			 2696		0.000000
			 2697		0.000000
			 2698		0.000000
			 2699		0.000000
			 2700		0.000000
			 2701		0.000000
			 2702		0.000000
			 2703		0.000000
			 2704		0.000000
			 2705		0.000000
			 2707		0.000000
			 3752		0.000000
			 3753		0.000000
			 3754		0.000000
			 3755		0.000000
			 3756		0.000000
			 3757		0.000000
			 3758		0.000000
			 3759		0.000000
			 3760		0.000000
			 3761		0.000000
			 3762		0.000000
			 3763		0.000000
			 3764		0.000000
			 3765		0.000000
			 3766		0.000000
			 3767		0.000000
			 3768		0.000000
			 3769		0.000000
			 3770		0.000000
			 3771		0.000000
			 3772		0.000000
			 3773		0.000000
			 3774		0.000000
