The following slacks have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest slack in design: -7.22868e-10
Smallest slack in design: -4.57233e-09
Total slack in design: -2.5847e-06
Total negative slack: 2.5847e-06


Range		-4.6e-09 to -3.8e-09	-3.8e-09 to -3.0e-09	-3.0e-09 to -2.3e-09	-2.3e-09 to -1.5e-09	-1.5e-09 to -7.2e-10	Not analysed
Slacks in range		24			423			33			308			358			496

Net #	Driver_tnode	to_node	Slack

    0	21199		    0	-9.92819e-10
			  362	-9.93926e-10
			  732	-1.21348e-09
			 1092	-8.78477e-10
			 1483	-8.78477e-10
			 1842	-9.92819e-10
			 2283	-1.10577e-09
    1	 1110		    1	-1.65542e-09
			15188	-1.26537e-09
			16266	-1.82785e-09
			18191	-1.28795e-09
			19269	-1.42237e-09
			20347	-1.90225e-09
    2	 1108		    2	-1.49389e-09
			15191	-1.42348e-09
			16269	-1.82785e-09
			18194	-1.42237e-09
			19272	-1.42237e-09
			20350	-1.96338e-09
    3	21193		    3	-1.50618e-09
			 1099	-1.14518e-09
			15256	-1.74708e-09
			16334	-2.42509e-09
			18259	-1.76966e-09
			19337	-1.32777e-09
			20401	-1.61495e-09
    4	  743		    4	-1.88453e-09
			 1101	-1.3891e-09
			 1834	-1.49863e-09
    5	 1112		    5	-1.16e-09
			15189	-1.60811e-09
			16267	-1.94191e-09
			18192	-1.42237e-09
			19270	-1.42237e-09
			20348	-1.96449e-09
    6	 1113		    6	-1.72189e-09
			15190	-1.26537e-09
			16268	-1.82785e-09
			18193	-1.28795e-09
			19271	-1.42237e-09
			20349	-1.91976e-09
    7	 1111		    7	-1.51989e-09
			15184	-1.28795e-09
			16262	-1.94191e-09
			18187	-1.55901e-09
			19265	-1.5579e-09
			20343	-2.05375e-09
    8	    8		 1104	-1.49389e-09
			15187	-1.42237e-09
			16265	-1.82896e-09
			18190	-1.42348e-09
			19268	-1.42237e-09
			20346	-1.94191e-09
    9	    9		 1094	-1.495e-09
			15186	-1.26537e-09
			16264	-1.82785e-09
			18189	-1.28795e-09
			19267	-1.42237e-09
			20345	-2.0564e-09
   10	   10		 1100	-7.98999e-10
   11	   11		  736	-1.88453e-09
			 2285	-2.77264e-09
   12	   12		 1098	-1.62942e-09
			15185	-1.42348e-09
			16263	-1.94191e-09
			18188	-1.28795e-09
			19266	-1.42237e-09
			20344	-1.94198e-09
   13	   13		 1095	-1.72189e-09
   14	22588		   14	--
			  375	--
			  747	--
			 1114	--
			 1497	--
			 1858	--
			 2302	--
			 2740	--
