Timing criticalities have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest timing criticality in design: 1.98933
Smallest timing criticality in design: 0
Total timing criticality in design: 1130.73

Range		0.0e+00 to 4.0e-01	4.0e-01 to 8.0e-01	8.0e-01 to 1.2e+00	1.2e+00 to 1.6e+00	1.6e+00 to 2.0e+00	
Timing criticalities in range		56			0			102			532			152			



Net #	Driver_tnode	 to_node	Timing criticality

    0	 1559		    0		1.978259
    1	 1216		    1		1.983657
    2	12212		    2		1.393003
    3	 6365		    3		1.850338
			 8991		1.255040
    4	 6353		    4		1.850338
			 9003		1.226923
    5	 6341		    5		1.850338
			 9000		1.294788
    6	 6305		    6		1.850338
			 8996		1.207996
    7	 6311		    7		1.850338
			 9006		1.306800
    8	 6380		    8		1.850338
			 8997		1.308038
    9	 2992		    9		1.572745
   10	 2996		   10		1.921469
   11	 2627		   11		1.989333
   12	 3358		   12		1.983657
   13	 6368		   13		1.856015
			 8995		1.260716
   14	 6326		   14		1.850338
			 8994		1.346529
   15	 9629		   15		1.220567
			 1192		1.582376
			 1536		1.350168
			 1867		1.254638
			 2260		1.407029
			 2603		1.204185
			 2987		1.220567
			 3330		1.395895
			 3721		1.186774
			 4062		1.254638
			 4406		1.441119
			 4772		1.186774
			 5137		1.622230
			 5518		1.378913
			 5914		1.204185
			 6386		1.254638
			 6762		1.220845
			 7127		1.248981
			 7506		1.254638
			 7873		1.254638
			 8246		1.220845
			 8631		1.254638
			 9649		1.186774
			10025		1.214909
			10391		1.158379
			10748		1.147654
			11146		1.244192
			12204		1.347189
   16	12209		   16		1.451863
   17	 2266		   17		1.944466
   18	   18		 1184		1.949864
			 1528		1.978259
			 2250		1.910394
			 2606		1.989333
			 2986		1.916071
			 3335		1.983657
			 3724		1.366607
			 5505		1.431845
			11131		1.388862
			12200		1.434193
   19	   19		 1190		1.955540
			 1534		1.949864
			 2256		1.916071
			 2611		1.989333
			 2975		1.921469
			 3345		1.955262
			 3720		1.338212
			 4404		1.454932
			 5506		1.403450
			11132		1.388584
			12205		1.400121
			12541		1.228400
   20	   20		 1207		1.983657
			 1551		1.978259
			 2263		1.944466
			 2617		1.983676
			 2985		1.916071
			 3350		1.977999
			 3723		1.366328
			 4398		1.449274
			 5501		1.426187
			12196		1.428535
			12556		1.256516
   21	   21		  362		1.965986
			  860		1.989333
			 1866		1.669532
   22	   22		  366		1.864151
			  872		1.864151
			 1879		1.864151
			 2614		1.691395
			 2978		1.572745
			 4409		1.403093
			 6396		1.778724
			 6761		1.434113
			 7129		1.762063
			 7502		1.778445
			 7872		1.436357
			 8251		1.749072
			 8620		1.748444
			 9001		1.738698
			 9322		1.826117
			 9646		1.460132
			12561		1.425670
			13363		1.318169
   23	   23		 1195		1.949864
			 1539		1.978259
			 2259		1.910394
			 2613		1.989333
			 2974		1.916071
			 3346		1.983657
			 3712		1.366607
			 4400		1.454932
			 5504		1.431845
			11140		1.388584
			12199		1.428516
			12557		1.256795
   24	13699		   24		0.000000
			  694		0.000000
			 1217		0.000000
			 1560		0.000000
			 1889		0.000000
			 2268		0.000000
			 2630		0.000000
			 3000		0.000000
			 3360		0.000000
			 3730		0.000000
			 4071		0.000000
			 4426		0.000000
			 4793		0.000000
			 5157		0.000000
			 5530		0.000000
			 5933		0.000000
			 6411		0.000000
			 6787		0.000000
			 7151		0.000000
			 7522		0.000000
			 7896		0.000000
			 8269		0.000000
			 8647		0.000000
			 9670		0.000000
			10049		0.000000
			10413		0.000000
			10772		0.000000
			11158		0.000000
			11509		0.000000
			11862		0.000000
			12219		0.000000
			12584		0.000000
   25	 8644		  349		1.748444
			13125		1.448351
   26	 2628		  350		1.691395
			13119		1.493497
   27	 6782		  351		1.684992
   28	 2624		  352		1.695994
			 9313		1.420839
   29	 7518		  353		1.778445
			13116		1.430681
   30	  887		  354		1.840804
			 1874		1.544350
   31	 2620		  355		1.780212
			 9325		1.390272
   32	 2619		  356		1.814283
			 9324		1.389034
   33	 7150		  357		1.709362
			13113		1.464492
   34	 9348		  358		1.755759
			13029		1.493497
   35	 8646		  359		1.709065
			13122		1.438883
   36	 1887		  360		1.864151
			  871		1.853705
   37	  880		  361		1.864151
			 1873		1.567696
   38	 2618		  363		1.779933
			 9316		1.422808
   39	 6406		  364		1.779933
   40	 7147		  365		1.762063
			13008		1.443950
   41	 2625		  367		1.695716
			 9314		1.336995
   42	 2623		  368		1.723851
   43	  369		  684		1.948348
   44	  370		  676		1.930956
   45	  371		  675		1.965986
   46	  372		  674		1.879195
   47	  373		  673		1.896606
   48	  374		  672		1.935985
   49	  375		  677		1.955262
   50	  376		13053		1.423148
   51	  377		  870		1.864151
			 1865		1.544350
   52	  378		  685		1.925261
   53	  881		  678		1.960310
   54	  888		  679		1.989333
   55	  882		  680		1.965008
   56	  883		  681		1.912988
   57	  884		  682		1.955262
   58	  885		  683		1.897844
