The following slacks have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest slack in design: -5.46318e-10
Smallest slack in design: -2.25226e-08
Total slack in design: -1.22276e-05
Total negative slack: 1.22276e-05


Range		-2.3e-08 to -1.8e-08	-1.8e-08 to -1.4e-08	-1.4e-08 to -9.3e-09	-9.3e-09 to -4.9e-09	-4.9e-09 to -5.5e-10	Not analysed
Slacks in range		263			145			134			233			492			38

Net #	Driver_tnode	to_node	Slack

    0	15613		    0	-8.9995e-10
    1	 4779		    1	-1.57347e-08
			  726	-1.57878e-08
    2	  387		    2	-2.23611e-08
			  750	-2.23351e-08
    3	 6523		    3	-1.13776e-08
			  755	-1.12681e-08
    4	 3016		    4	-7.62393e-09
			  360	-7.26182e-09
			  739	-7.4624e-09
			 1089	-7.1274e-09
			 1471	-7.26293e-09
			 1830	-8.33983e-09
			 2234	-7.26182e-09
			 2628	-7.12629e-09
			 3308	-7.26293e-09
			 3986	-7.62282e-09
			 4353	-7.85193e-09
			 5293	-7.26182e-09
			 5731	-8.12077e-09
			 6078	-7.98524e-09
			 6929	-7.26182e-09
			 7371	-7.95924e-09
			 7749	-7.59682e-09
			 8111	-7.82371e-09
			 8475	-8.09477e-09
			 8818	-8.25519e-09
			 9187	-7.26182e-09
			 9514	-7.59682e-09
			 9965	-7.26182e-09
			10345	-7.93324e-09
			10691	-8.11966e-09
			11081	-7.95924e-09
			11468	-7.82482e-09
			11953	-8.09477e-09
			12419	-7.98524e-09
			12716	-8.09256e-09
			13070	-7.82371e-09
			13510	-8.22919e-09
    5	  764		    5	-2.43637e-09
			 3718	-2.22109e-08
			14474	-9.08528e-10
    6	  761		    6	-2.21071e-08
    7	15072		    7	-1.56241e-08
    8	15565		    8	-1.28292e-09
			  372	-1.41845e-09
			  753	-1.1225e-09
			 1082	-1.1474e-09
			 1470	-1.01297e-09
			 1825	-2.08987e-09
			 2245	-2.09499e-09
			 2635	-1.95946e-09
			 3306	-8.9995e-10
			 3992	-1.95836e-09
			 4360	-1.1474e-09
			 5286	-1.41845e-09
			 5718	-1.01187e-09
			 6058	-1.28292e-09
			 6947	-1.82283e-09
			 7372	-1.55398e-09
			 7739	-1.82283e-09
			 8133	-9.85867e-10
			 8467	-1.41845e-09
			 8847	-1.6884e-09
			 9198	-2.22941e-09
			 9517	-1.41845e-09
			 9953	-1.95836e-09
			10350	-1.95836e-09
			10700	-1.82393e-09
			11093	-1.52798e-09
    9	 1482		    9	-1.3164e-09
			  374	-1.06895e-09
			  749	-1.6514e-09
			 1088	-1.3164e-09
			 1827	-2.01143e-09
			 2253	-1.34001e-09
			 2622	-1.06895e-09
			 2983	-2.14935e-09
			 3307	-7.98999e-10
			 3993	-1.20448e-09
			 4361	-1.36089e-09
			 5292	-1.29389e-09
			 5722	-1.49531e-09
			 6081	-1.20337e-09
			 6927	-1.06895e-09
			 7380	-2.03743e-09
			 7740	-1.67501e-09
			 8110	-1.49531e-09
			 8468	-2.17185e-09
			 8822	-1.34001e-09
			 9199	-1.47443e-09
			 9524	-1.53948e-09
			 9966	-1.3389e-09
			10343	-1.6739e-09
			10695	-1.53948e-09
			11097	-2.03632e-09
			11955	-1.9019e-09
			12417	-2.30738e-09
			12742	-2.41708e-09
			13091	-2.17074e-09
   10	 4780		   10	-1.5331e-08
			  732	-1.61911e-08
   11	 4781		   11	-1.50622e-08
   12	  763		   12	-2.17718e-08
   13	 5311		   13	-2.20703e-08
			  361	-2.21616e-08
			  751	-2.17082e-08
   14	15622		   14	-8.9995e-10
   15	  759		   15	-2.19333e-08
   16	  758		   16	-2.17978e-08
   17	15619		   17	-9.01057e-10
   18	 6525		   18	-1.08406e-08
   19	  386		   19	-2.25226e-08
   20	   20		  729	-2.21071e-08
   21	   21		  747	-2.21953e-09
			 3719	-2.24819e-08
			14479	-1.44843e-09
   22	   22		 3721	-2.24808e-08
			11951	-9.07421e-10
			15059	-2.32684e-09
   23	   23		 3720	-2.20764e-08
			11937	-9.08528e-10
   24	16060		   24	--
			  390	--
			  765	--
			 1114	--
			 1489	--
			 1863	--
			 2268	--
			 2651	--
			 3341	--
			 4009	--
			 4377	--
			 5316	--
			 5745	--
			 6095	--
			 6963	--
			 7394	--
			 7765	--
			 8143	--
			 8489	--
			 8853	--
			 9213	--
			 9543	--
			 9981	--
			10366	--
			10712	--
			11110	--
			11501	--
			11976	--
			12765	--
			13107	--
			13538	--
			13987	--
			14505	--
			15078	--
   25	 4776		  356	-1.68834e-08
			11482	-1.72975e-08
   26	15628		  357	-1.03548e-09
   27	 4777		  358	-1.61466e-08
			  735	-1.63215e-08
			 5300	-1.58781e-08
   28	 3010		  359	-2.13041e-08
   29	 6521		  362	-1.1293e-08
			 6083	-1.0597e-08
   30	 6092		  363	-2.19622e-08
   31	15634		  364	-1.01187e-09
   32	15631		  365	-8.58397e-10
   33	 6522		  366	-1.17906e-08
			 5291	-1.15221e-08
   34	 4774		  367	-1.64556e-08
			  734	-1.67356e-08
			 1090	-1.67356e-08
   35	 4775		  368	-1.63201e-08
			  742	-1.66001e-08
			 1091	-1.67356e-08
   36	 3011		  369	-2.14656e-08
   37	  757		  370	-2.22946e-08
			 5298	-2.21616e-08
   38	 5315		  371	-1.69795e-08
   39	 1110		  373	-2.25226e-08
			 6066	-2.19622e-08
   40	  756		  375	-2.21071e-08
			 1093	-2.25226e-08
   41	 6520		  376	-1.14285e-08
			 6082	-1.05981e-08
   42	15637		  377	-1.03437e-09
   43	 6094		  378	-2.18006e-08
   44	  379		  752	-2.14371e-08
   45	  380		  743	-3.57279e-09
			 1102	-3.57279e-09
			 3713	-2.2212e-08
			11470	-1.04295e-09
   46	  381		  730	-3.30173e-09
			 1092	-3.70721e-09
			 3714	-2.20753e-08
			11479	-7.71892e-10
   47	  382		  740	-1.68834e-08
			 5299	-1.65755e-08
   48	  383		  745	-2.7532e-09
			 3716	-2.23464e-08
			 5301	-2.30978e-09
   49	  384		 3715	-2.20764e-08
			11480	-4.13579e-09
   50	  385		 6064	-2.16391e-08
   51	  388		  741	-2.21356e-08
   52	  389		 6079	-2.1638e-08
   53	 6524		  727	-1.13871e-08
   54	15742		  728	-9.86899e-10
   55	11492		  731	-1.72975e-08
   56	 3012		  733	-2.09067e-08
   57	 4772		  736	-1.7459e-08
			 1077	-1.70695e-08
			 3006	-1.7459e-08
   58	 4773		  737	-1.75934e-08
			 3005	-1.79295e-08
   59	 1104		  738	-3.89073e-09
			 2984	-4.02626e-09
			 3711	-2.20753e-08
			11476	-7.72999e-10
   60	 4778		  744	-1.63215e-08
			 5287	-1.69795e-08
   61	 3009		  746	-1.78865e-08
   62	 3014		  748	-2.25226e-08
   63	15526		  754	-1.31024e-09
   64	  760		 2987	-4.36237e-09
			 3712	-2.22109e-08
			11469	-9.07421e-10
   65	  762		 3717	-2.22109e-08
			 5302	-3.41126e-09
   66	 6518		 1078	-1.25787e-08
   67	 1486		 1079	-2.20236e-08
			 2986	-2.10476e-08
			11471	-2.02172e-08
   68	 4770		 1080	-1.74045e-08
			 1455	-1.76856e-08
			 2996	-1.80469e-08
   69	 1488		 1081	-4.10726e-09
			 3008	-4.74968e-09
			 3708	-2.2212e-08
			 4346	-1.49531e-09
			11464	-9.07421e-10
   70	 6515		 1083	-1.29235e-08
   71	 6519		 1084	-1.25118e-08
   72	 1483		 1085	-3.97173e-09
			 2988	-4.61415e-09
			 3709	-2.20753e-08
			11461	-9.07421e-10
   73	 1477		 1086	-2.18802e-08
			 2997	-2.25226e-08
   74	 3015		 1087	-2.22957e-08
   75	15643		 1094	-8.39708e-10
   76	11491		 1095	-2.01934e-08
   77	 4769		 1096	-1.75411e-08
			 1475	-1.78211e-08
			 2995	-1.8318e-08
   78	 4771		 1097	-1.86088e-08
			 2989	-1.78865e-08
   79	11500		 1098	-2.03018e-08
   80	15640		 1099	-7.64421e-10
   81	 3013		 1100	-2.17992e-08
   82	 6516		 1101	-1.24905e-08
			 2980	-1.138e-08
			11481	-1.05756e-08
   83	 1103		 2982	-2.09978e-08
			11478	-2.03018e-08
   84	 1105		 2990	-4.83671e-09
			 3710	-2.23239e-08
			11467	-7.72999e-10
   85	 1106		 2998	-1.86088e-08
   86	 1107		 2994	-2.13052e-08
   87	 1108		 2993	-2.13301e-08
   88	 1109		 3003	-2.14656e-08
   89	 1111		 2985	-2.11322e-08
			11465	-2.03018e-08
   90	 1112		 3002	-2.09967e-08
			11477	-2.01923e-08
   91	 1113		 3004	-2.14396e-08
   92	 6513		 1452	-1.35499e-08
   93	15754		 1453	-8.31438e-10
   94	 4369		 1454	-2.01901e-08
   95	15661		 1456	-8.57438e-10
   96	11975		 1457	-1.98302e-08
   97	 4375		 1458	-2.1836e-08
			11958	-1.90796e-08
   98	 4767		 1459	-1.87714e-08
			 4352	-1.82464e-08
   99	 4768		 1460	-1.87714e-08
			 4350	-1.87429e-08
  100	 4367		 1461	-5.33868e-09
