The following slacks have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest slack in design: -6.19107e-10
Smallest slack in design: -1.33363e-08
Total slack in design: -3.89672e-05
Total negative slack: 3.89672e-05


Range		-1.3e-08 to -1.1e-08	-1.1e-08 to -8.2e-09	-8.2e-09 to -5.7e-09	-5.7e-09 to -3.2e-09	-3.2e-09 to -6.2e-10	Not analysed
Slacks in range		386			701			1875			2445			2116			270

Net #	Driver_tnode	to_node	Slack

    0	14431		    0	-2.6239e-09
			  343	-2.6239e-09
			  712	-2.8519e-09
			 3448	-2.26179e-09
			18463	-3.02938e-09
			18826	-3.16269e-09
			19553	-2.75721e-09
			25512	-3.52733e-09
			25843	-3.02938e-09
			27648	-3.02938e-09
			27984	-3.52733e-09
			28336	-2.6239e-09
			28677	-2.89385e-09
			32901	-3.75422e-09
			33266	-2.98632e-09
			37950	-3.3918e-09
			38657	-3.02938e-09
			40773	-3.29712e-09
			41123	-3.11964e-09
			43247	-3.16269e-09
			45025	-3.43265e-09
			45353	-2.75721e-09
			49208	-2.85079e-09
			52200	-3.25627e-09
			72471	-3.52622e-09
			79066	-3.25516e-09
			81412	-3.52733e-09
			92589	-3.79617e-09
    1	  365		    1	-2.48726e-09
    2	 8439		    2	-2.6598e-09
			  339	-3.99181e-09
			 3819	-2.94748e-09
			 8105	-7.14218e-09
			10856	-3.62181e-09
			14775	-3.35186e-09
			15489	-4.12844e-09
			18460	-3.85517e-09
			20611	-3.21633e-09
			21262	-3.21633e-09
			22005	-7.77455e-09
			22310	-5.79794e-09
			26183	-3.21744e-09
			26549	-3.35186e-09
			29044	-2.94638e-09
			29373	-3.08191e-09
			29742	-2.94638e-09
			30788	-5.36304e-09
			31873	-2.94638e-09
			35051	-3.48628e-09
			35735	-5.15076e-09
			36109	-4.43544e-09
			36844	-3.35186e-09
			38321	-3.08301e-09
			40439	-3.08191e-09
			42574	-3.0808e-09
			43251	-2.02996e-09
			44680	-2.94638e-09
			46092	-3.72075e-09
			49559	-3.35186e-09
			51837	-6.21818e-09
			52523	-2.75196e-09
			55397	-2.52649e-09
			57590	-3.08191e-09
			64116	-3.48628e-09
			65596	-3.48407e-09
			66695	-5.15076e-09
			67874	-5.28518e-09
			69356	-4.92387e-09
			71744	-3.87896e-09
			72767	-7.1696e-09
			73136	-3.62292e-09
			73812	-2.49938e-09
			74535	-3.34964e-09
			76372	-3.35296e-09
			77663	-2.99622e-09
			78007	-3.62292e-09
			78754	-3.48739e-09
			79398	-3.35722e-09
			81123	-3.35407e-09
			81423	-3.4017e-09
			86675	-3.75512e-09
			88075	-3.62292e-09
    3	14435		    3	-5.68575e-09
			  356	-6.04675e-09
			  711	-6.41028e-09
			 2107	-5.45917e-09
			 3461	-5.82017e-09
			18459	-6.18228e-09
			18827	-6.18006e-09
			19562	-6.18117e-09
			19880	-5.68575e-09
