The following slacks have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest slack in design: -4.33369e-10
Smallest slack in design: -6.46016e-09
Total slack in design: -1.5697e-05
Total negative slack: 1.5697e-05


Range		-6.5e-09 to -5.3e-09	-5.3e-09 to -4.0e-09	-4.0e-09 to -2.8e-09	-2.8e-09 to -1.6e-09	-1.6e-09 to -4.3e-10	Not analysed
Slacks in range		948			651			521			1474			1923			226

Net #	Driver_tnode	to_node	Slack

    0	10449		    0	-2.01895e-09
			  386	-1.79348e-09
			  742	-1.92901e-09
			 1132	-2.2889e-09
			 1476	-1.79348e-09
			 1899	-1.79348e-09
			 2275	-1.79458e-09
			 2629	-1.65906e-09
			 2995	-2.29001e-09
			 3332	-2.15337e-09
			 3685	-2.02006e-09
			 4013	-1.65906e-09
			 4363	-2.65243e-09
			 4726	-2.02006e-09
			 5060	-2.02006e-09
			 5391	-2.29111e-09
			 5739	-1.79458e-09
			 6091	-1.93011e-09
			 6437	-2.15558e-09
			 6813	-2.15448e-09
			 7193	-2.15448e-09
			 7517	-1.65795e-09
			 7878	-1.88453e-09
			 8209	-2.38248e-09
			 8542	-2.26401e-09
			 8928	-1.52242e-09
			 9318	-1.79348e-09
			 9697	-1.65906e-09
			10080	-2.01895e-09
			10848	-2.15448e-09
			11257	-2.15448e-09
			11616	-2.22095e-09
			11992	-2.15448e-09
			12340	-2.15448e-09
			12707	-2.01895e-09
			13071	-2.29001e-09
			13422	-2.01895e-09
			13779	-2.15558e-09
			14165	-2.29111e-09
			14543	-2.15448e-09
			14913	-2.01895e-09
			15337	-2.15448e-09
			15701	-1.88453e-09
			16042	-2.15448e-09
			16414	-2.29001e-09
			16780	-2.02006e-09
			17171	-1.88453e-09
			17565	-2.15558e-09
			17900	-2.15448e-09
			18257	-2.29001e-09
			18645	-2.29001e-09
			19026	-2.29001e-09
			19383	-2.15558e-09
			19760	-2.01895e-09
			20126	-2.15448e-09
			20483	-2.29111e-09
			20857	-2.15558e-09
			21209	-2.01895e-09
			21576	-2.01895e-09
			21950	-2.15558e-09
			22329	-2.2889e-09
			22671	-1.65906e-09
			23036	-2.38248e-09
			23384	-1.79458e-09
			23796	-1.79348e-09
			24158	-1.79348e-09
			24507	-1.79348e-09
			24865	-1.65906e-09
			25204	-2.40185e-09
			25553	-1.52242e-09
			25970	-1.79348e-09
			26349	-1.92901e-09
			26725	-2.51801e-09
